"","term","grammar_category","polarity","polarity_target","polarity_classification"
"5665","premido","Adj",0,"N0","JALC"
"5666","prendado","Adj",1,"N0","MAN"
"5667","preocupado","Adj",-1,"N0","JALC"
"5668","preparado","Adj",1,"N0","JALC"
"5669","prepotencia","N",-1,"N0","MAN"
"5670","prepotente","Adj",-1,"N0","MAN"
"5671","presbiope","Adj",-1,"N0","MAN"
"5672","presbiopia","N",-1,"N0","MAN"
"5673","presbitismo","N",-1,"N0","MAN"
"5674","presciente","Adj",1,"N0","MAN"
"5675","presente","Adj",1,"N0","JALC"
"5676","preservado","Adj",1,"N0","JALC"
"5677","presidiario","Adj",-1,"N0","JALC"
"5678","preso","Adj",-1,"N0","JALC"
"5679","pressuroso","Adj",0,"N0","MAN"
"5680","prestabilidade","N",1,"N0","MAN"
"5681","prestante","Adj",1,"N0","MAN"
"5682","prestativo","Adj",1,"N0","MAN"
"5683","prestavel","Adj",1,"N0","MAN"
"5684","prestigiado","Adj",1,"N0","MAN"
"5685","prestigiante","Adj",1,"N0","MAN"
"5686","prestigio","N",1,"N0","MAN"
"5687","prestigioso","Adj",1,"N0","MAN"
"5688","prestimoso","Adj",1,"N0","MAN"
"5689","presto","Adj",1,"N0","JALC"
"5690","presumido","Adj",-1,"N0","MAN"
"5691","presumivel","Adj",-1,"N0","JALC"
"5692","presuncao","N",-1,"N0","MAN"
"5693","presuncoso","Adj",-1,"N0","MAN"
"5694","pretensiosismo","N",-1,"N0","MAN"
"5695","pretensioso","Adj",-1,"N0","MAN"
"5696","pretenso","Adj",-1,"N0","JALC"
"5697","prevenido","Adj",1,"N0","MAN"
"5698","previdente","Adj",1,"N0","MAN"
"5699","prezado","Adj",1,"N0","JALC"
"5700","prezavel","Adj",1,"N0","MAN"
"5701","primitivo","Adj",-1,"N0","MAN"
"5702","primoroso","Adj",1,"N0","JALC"
"5703","prisao","N",-1,"N0","MAN"
"5704","prisioneiro","Adj",-1,"N0","JALC"
"5705","privilegiado","Adj",0,"N0","MAN"
"5706","problema","N",-1,"N0","MAN"
"5707","problematico","Adj",-1,"N0","MAN"
"5708","probo","Adj",1,"N0","MAN"
"5709","processado","Adj",-1,"N0","JALC"
"5710","prodigioso","Adj",1,"N0","MAN"
"5711","produtividade","N",1,"N0","MAN"
"5712","produtivo","Adj",1,"N0","MAN"
"5713","proeminente","Adj",1,"N0","MAN"
"5714","profanador","Adj",-1,"N0","MAN"
"5715","profano","Adj",-1,"N0","MAN"
"5716","professo","Adj",0,"N0","MAN"
"5717","proficiente","Adj",1,"N0","JALC"
"5718","proficuo","Adj",1,"N0","JALC"
"5719","profissional","Adj",1,"N0","MAN"
"5720","profissionalismo","N",1,"N0","MAN"
"5721","profundo","Adj",0,"N0","JALC"
"5722","profuso","Adj",-1,"N0","MAN"
"5723","progressista","Adj",1,"N0","MAN"
"5724","proibitivo","Adj",-1,"N0","JALC"
"5725","prolifero","Adj",1,"N0","JALC"
"5726","prolifico","Adj",1,"N0","MAN"
"5727","prolixo","Adj",-1,"N0","MAN"
"5728","prometedor","Adj",1,"N0","JALC"
"5729","prometer mundos e fundos","IDIOM",-1,"N0","MAN"
"5730","promiscuidade","N",-1,"N0","MAN"
"5731","promiscuo","Adj",-1,"N0","MAN"
"5732","promissor","Adj",1,"N0","JALC"
"5733","promitente","Adj",1,"N0","JALC"
"5734","pronostico","Adj",-1,"N0","MAN"
"5735","propenso","Adj",0,"N0","JALC"
"5736","propicio","Adj",1,"N0","JALC"
"5737","proporcional","Adj",1,"N0","JALC"
"5738","prosaico","Adj",-1,"N0","MAN"
"5739","proscrito","Adj",-1,"N0","JALC"
"5740","prosista","Adj",-1,"N0","JALC"
"5741","prosperar","V",1,"N0","MAN"
"5742","prosperidade","N",1,"N0","MAN"
"5743","prospero","Adj",1,"N0","MAN"
"5744","prostituido","Adj",-1,"N0","JALC"
"5745","prostituir-se","V",-1,"N0","MAN"
"5746","prostituto","Adj",-1,"N0","JALC"
"5747","prostrado","Adj",-1,"N0","JALC"
"5748","protector","Adj",1,"N0","MAN"
"5749","protervo","Adj",-1,"N0","MAN"
"5750","protestacao","N",-1,"N0","MAN"
"5751","protestante","Adj",0,"N0","MAN"
"5752","protestativo","Adj",0,"N0","MAN"
"5753","protesto","N",-1,"N0","MAN"
"5754","protetor","Adj",1,"N0","JALC"
"5755","provecto","Adj",0,"N0","JALC"
"5756","proveitoso","Adj",1,"N0","JALC"
"5757","providencia","N",1,"N0","MAN"
"5758","providencial","Adj",1,"N0","MAN"
"5759","providente","Adj",1,"N0","MAN"
"5760","provincianismo","N",-1,"N0","MAN"
"5761","provinciano","Adj",-1,"N0","MAN"
"5762","provocacao","N",-1,"N0","MAN"
"5763","provocador","Adj",-1,"N0","MAN"
"5764","provocante","Adj",-1,"N0","MAN"
"5765","provocar","V",1,"N0:N1","MAN"
"5766","provocativo","Adj",-1,"N0","MAN"
"5767","provocatorio","Adj",-1,"N0","MAN"
"5768","provocavel","Adj",-1,"N0","MAN"
"5769","prudencia","N",1,"N0","MAN"
"5770","prudente","Adj",1,"N0","MAN"
"5771","pseudo-intelectual","Adj",-1,"N0","MAN"
"5772","psicopata","Adj",-1,"N0","MAN"
"5773","psicopatia","N",-1,"N0","MAN"
"5774","psicose","N",-1,"N0","MAN"
"5775","psicotico","Adj",-1,"N0","MAN"
"5776","pudendo","Adj",0,"N0","MAN"
"5777","pudibundo","Adj",0,"N0","MAN"
"5778","pudico","Adj",0,"N0","MAN"
"5779","pueril","Adj",-1,"N0","MAN"
"5780","pugnaz","Adj",0,"N0","MAN"
"5781","pujante","Adj",1,"N0","MAN"
"5782","pulcro","Adj",1,"N0","MAN"
"5783","pulha","Adj",-1,"N0","MAN"
"5784","pulhice","N",-1,"N0","MAN"
"5785","pulverizado","Adj",-1,"N0","JALC"
"5786","pundonoroso","Adj",1,"N0","MAN"
"5787","pungente","Adj",0,"N0","MAN"
"5788","punido","Adj",-1,"N0","MAN"
"5789","punir","V",1,"N0:N1","MAN"
"5790","pureza","N",1,"N0","MAN"
"5791","purificado","Adj",1,"N0","JALC"
"5792","purista","Adj",0,"N0","MAN"
"5793","puritano","Adj",-1,"N0","MAN"
"5794","puro","Adj",1,"N0","MAN"
"5795","purrio","Adj",-1,"N0","MAN"
"5796","pusilanime","Adj",-1,"N0","MAN"
"5797","puto","Adj",-1,"N0","MAN"
"5798","putrefato","Adj",-1,"N0","JALC"
"5799","putrido","Adj",-1,"N0","JALC"
"5800","puxadinho","Adj",-1,"N0","MAN"
"5801","quadrado","Adj",-1,"N0","MAN"
"5802","quadrupede","Adj",-1,"N0","MAN"
"5803","qualificado","Adj",1,"N0","MAN"
"5804","quebrado","Adj",-1,"N0","JALC"
"5805","quebrantado","Adj",-1,"N0","MAN"
"5806","quebrantar","V",-1,"N0","MAN"
"5807","quebrar a promessa eleitoral","IDIOM",-1,"N0","MAN"
"5808","quebrar a promessa","IDIOM",-1,"N0","MAN"
"5809","quebrar as regras do jogo","IDIOM",-1,"N0","MAN"
"5810","quebrar as regras","IDIOM",-1,"N0","MAN"
"5811","quebrar","V",-1,"N0","MAN"
"5812","queimado","Adj",-1,"N0","JALC"
"5813","queimar tempo","IDIOM",-1,"N0","MAN"
"5814","queimar-se","V",-1,"N0","MAN"
"5815","queimar","V",1,"N0:N1","MAN"
"5816","queixinhas","Adj",-1,"N0","MAN"
"5817","queixoso","Adj",-1,"N0","MAN"
"5818","queixudo","Adj",-1,"N0","MAN"
"5819","quente","Adj",0,"N0","MAN"
"5820","queque","Adj",-1,"N0","MAN"
"5821","querer poleiro","IDIOM",-1,"N0","MAN"
"5822","querer tacho","IDIOM",-1,"N0","MAN"
"5823","querido","Adj",1,"N0","MAN"
"5824","querubinico","Adj",1,"N0","MAN"
"5825","questionavel","Adj",-1,"N0","JALC"
"5826","quezilento","Adj",-1,"N0","MAN"
"5827","quezilia","N",-1,"N0","MAN"
"5828","quieto","Adj",0,"N0","MAN"
"5829","quisto","Adj",1,"N0","JALC"
"5830","quixotesco","Adj",-1,"N0","MAN"
"5831","rabelaisiano","Adj",-1,"N0","MAN"
"5832","rabeta","Adj",-1,"N0","MAN"
"5833","rabicho","Adj",-1,"N0","JALC"
"5834","rabigo","Adj",0,"N0","MAN"
"5835","rabino","Adj",-1,"N0","MAN"
"5836","rabudo","Adj",-1,"N0","JALC"
"5837","rabugento","Adj",-1,"N0","MAN"
"5838","rabugice","N",-1,"N0","MAN"
"5839","rabulista","Adj",-1,"N0","MAN"
"5840","racional","Adj",1,"N0","MAN"
"5841","racionalista","Adj",0,"N0","MAN"
"5842","racista","Adj",-1,"N0","MAN"
"5843","radiante","Adj",1,"N0","MAN"
"5844","radical","Adj",0,"N0","MAN"
"5845","radicalista","Adj",-1,"N0","MAN"
"5846","radioso","Adj",1,"N0","MAN"
"5847","raiva","N",-1,"N0","MAN"
"5848","raivento","Adj",-1,"N0","MAN"
"5849","raivoso","Adj",-1,"N0","MAN"
"5850","ralado","Adj",-1,"N0","JALC"
"5851","ralador","Adj",-1,"N0","MAN"
"5852","ralhao","Adj",-1,"N0","MAN"
"5853","ralhar","V",0,"N0:N1","MAN"
"5854","ralheta","Adj",-1,"N0","MAN"
"5855","rameloso","Adj",-1,"N0","MAN"
"5856","rancor","N",-1,"N0","MAN"
"5857","rancores","N",-1,"N0","MAN"
"5858","rancoroso","Adj",-1,"N0","MAN"
"5859","rancoso","Adj",-1,"N0","JALC"
"5860","ranheta","Adj",-1,"N0","JALC"
"5861","ranhosice","N",-1,"N0","MAN"
"5862","ranhoso","Adj",-1,"N0","MAN"
"5863","ranzinza","Adj",-1,"N0","JALC"
"5864","rapido","Adj",1,"N0","MAN"
"5865","rapioqueiro","Adj",-1,"N0","MAN"
"5866","raposeiro","Adj",-1,"N0","MAN"
"5867","raposino","Adj",-1,"N0","MAN"
"5868","raquitico","Adj",-1,"N0","MAN"
"5869","raquitismo","N",-1,"N0","MAN"
"5870","raro","Adj",1,"N0","JALC"
"5871","rasca","Adj",-1,"N0","MAN"
"5872","rasgado","Adj",-1,"N0","JALC"
"5873","rasteiro","Adj",-1,"N0","MAN"
"5874","rastejante","Adj",-1,"N0","MAN"
"5875","rato","Adj",0,"N0","MAN"
"5876","razoavel","Adj",1,"N0","MAN"
"5877","reaccionario","Adj",-1,"N0","MAN"
"5878","reacionario","Adj",-1,"N0","JALC"
"5879","reactivo","Adj",-1,"N0","MAN"
"5880","real","Adj",1,"N0","JALC"
"5881","realismo","N",1,"N0","MAN"
"5882","realista","Adj",1,"N0","MAN"
"5883","realizado","Adj",1,"N0","JALC"
"5884","reativo","Adj",-1,"N0","MAN"
"5885","rebaixado","Adj",-1,"N0","JALC"
"5886","rebaixar-se","V",-1,"N0","MAN"
"5887","rebaixar","V",1,"N0:N1","MAN"
"5888","rebarbativo","Adj",-1,"N0","MAN"
"5889","rebater","V",1,"N0:N1","MAN"
"5890","rebatido","Adj",-1,"N0","JALC"
"5891","rebelado","Adj",-1,"N0","MAN"
"5892","rebelde","Adj",-1,"N0","MAN"
"5893","rebuscado","Adj",-1,"N0","MAN"
"5894","recalcado","Adj",-1,"N0","JALC"
"5895","recalcamento","N",-1,"N0","MAN"
"5896","recalcitrante","Adj",-1,"N0","MAN"
"5897","recatado","Adj",1,"N0","MAN"
"5898","receoso","Adj",-1,"N0","JALC"
"5899","receptivel","Adj",1,"N0","JALC"
"5900","receptividade","N",1,"N0","MAN"
"5901","receptivo","Adj",1,"N0","MAN"
"5902","recetivel","Adj",1,"N0","JALC"
"5903","recetividade","N",1,"N0","MAN"
"5904","recetivo","Adj",1,"N0","MAN"
"5905","rechacado","Adj",-1,"N0","JALC"
"5906","rechonchudo","Adj",-1,"N0","MAN"
"5907","recluso","Adj",-1,"N0","JALC"
"5908","recomendado","Adj",1,"N0","JALC"
"5909","recomendavel","Adj",1,"N0","JALC"
"5910","recomposto","Adj",1,"N0","MAN"
"5911","reconciliador","Adj",1,"N0","MAN"
"5912","reconfortado","Adj",1,"N0","MAN"
"5913","reconstituido","Adj",1,"N0","JALC"
"5914","recreativo","Adj",1,"N0","MAN"
"5915","recriminador","Adj",-1,"N0","MAN"
"5916","recriminar","V",0,"N0:N1","MAN"
"5917","rectidao","N",1,"N0","MAN"
"5918","rectilineo","Adj",1,"N0","JALC"
"5919","recto","Adj",1,"N0","MAN"
"5920","recuperado","Adj",1,"N0","MAN"
"5921","recuperavel","Adj",1,"N0","JALC"
"5922","recusado","Adj",-1,"N0","JALC"
"5923","redentor","Adj",0,"N0","MAN"
"5924","redimivel","Adj",0,"N0","MAN"
"5925","redivivo","Adj",1,"N0","JALC"
"5926","redondo","Adj",-1,"N0","MAN"
"5927","reducionista","Adj",-1,"N0","JALC"
"5928","redundancia","N",-1,"N0","MAN"
"5929","redundante","Adj",-1,"N0","MAN"
"5930","redutor","Adj",-1,"N0","JALC"
"5931","reduzido","Adj",-1,"N0","JALC"
"5932","reelegivel","Adj",1,"N0","MAN"
"5933","reeleito","Adj",1,"N0","MAN"
"5934","refalsado","Adj",-1,"N0","MAN"
"5935","refeito","Adj",1,"N0","MAN"
"5936","refilao","Adj",-1,"N0","MAN"
"5937","refinado","Adj",0,"N0","MAN"
"5938","reflectido","Adj",1,"N0","JALC"
"5939","reflectivo","Adj",1,"N0","MAN"
"5940","refletido","Adj",1,"N0","JALC"
"5941","refletivo","Adj",1,"N0","JALC"
"5942","reflexivo","Adj",1,"N0","JALC"
"5943","reforcado","Adj",1,"N0","JALC"
"5944","refractario","Adj",-1,"N0","MAN"
"5945","refratario","Adj",-1,"N0","MAN"
"5946","refrescado","Adj",0,"N0","JALC"
"5947","refrescante","Adj",1,"N0","JALC"
"5948","refugiado","Adj",-1,"N0","JALC"
"5949","refugiar-se","V",-1,"N0","MAN"
"5950","refulgente","Adj",1,"N0","JALC"
"5951","refutado","Adj",-1,"N0","JALC"
"5952","refutar","V",1,"N0:N1","MAN"
"5953","regalado","Adj",1,"N0","MAN"
"5954","regatao","Adj",-1,"N0","MAN"
"5955","regateador","Adj",-1,"N0","MAN"
"5956","regateiro","Adj",-1,"N0","MAN"
"5957","regelado","Adj",-1,"N0","MAN"
"5958","regenerado","Adj",1,"N0","MAN"
"5959","regeneravel","Adj",1,"N0","MAN"
"5960","regio","Adj",1,"N0","JALC"
"5961","regrado","Adj",1,"N0","MAN"
"5962","regular","Adj",1,"N0","MAN"
"5963","reinadio","Adj",1,"N0","MAN"
"5964","reinante","Adj",1,"N0","MAN"
"5965","reincidente","Adj",-1,"N0","JALC"
"5966","reivindicador","Adj",0,"N0","MAN"
"5967","reivindicativo","Adj",0,"N0","MAN"
"5968","rejeitado","Adj",-1,"N0","JALC"
"5969","rejuvenescido","Adj",1,"N0","MAN"
"5970","relamborio","Adj",-1,"N0","MAN"
"5971","relapso","Adj",-1,"N0","MAN"
"5972","relaxado","Adj",-1,"N0","MAN"
"5973","reles","Adj",-1,"N0","MAN"
"5974","relevante","Adj",1,"N0","JALC"
"5975","religioso","Adj",0,"N0","MAN"
"5976","remansado","Adj",0,"N0","MAN"
"5977","remansoso","Adj",0,"N0","MAN"
"5978","remediado","Adj",0,"N0","MAN"
"5979","remelado","Adj",-1,"N0","MAN"
"5980","remeloso","Adj",-1,"N0","MAN"
"5981","remendado","Adj",-1,"N0","JALC"
"5982","remendao","Adj",-1,"N0","MAN"
"5983","remendeiro","Adj",-1,"N0","MAN"
"5984","remisso","Adj",-1,"N0","MAN"
"5985","remocado","Adj",1,"N0","MAN"
"5986","renascer das cinzas","IDIOM",1,"N0","MAN"
"5987","render-se","V",-1,"N0","MAN"
"5988","renegado","Adj",-1,"N0","MAN"
"5989","renitente","Adj",0,"N0","JALC"
"5990","renovado","Adj",1,"N0","MAN"
"5991","repelente","Adj",-1,"N0","MAN"
"5992","repelido","Adj",-1,"N0","JALC"
"5993","repelir","V",1,"N0:N1","MAN"
"5994","repentinoso","Adj",-1,"N0","MAN"
"5995","repetente","Adj",-1,"N0","MAN"
"5996","repetitivo","Adj",-1,"N0","MAN"
"5997","repimpado","Adj",0,"N0","MAN"
"5998","replicador","Adj",-1,"N0","MAN"
"5999","reposto","Adj",1,"N0","MAN"
"6000","repreender","V",0,"N0:N1","MAN"
"6001","repreensivel","Adj",-1,"N0","MAN"
"6002","represo","Adj",-1,"N0","JALC"
"6003","repressao","N",-1,"N0","MAN"
"6004","repressivo","Adj",-1,"N0","JALC"
"6005","repressor","Adj",-1,"N0","MAN"
"6006","reprimido","Adj",-1,"N0","MAN"
"6007","reprimir","V",1,"N0:N1","MAN"
"6008","reprovacao","N",-1,"N0","MAN"
"6009","reprovado","Adj",-1,"N0","MAN"
"6010","reprovador","Adj",-1,"N0","MAN"
"6011","reprovar","V",0,"N0:N1","MAN"
"6012","reprovavel","Adj",-1,"N0","JALC"
"6013","reptante","Adj",-1,"N0","MAN"
"6014","reptil","Adj",-1,"N0","JALC"
"6015","repudiar","V",0,"N0:N1","MAN"
"6016","repugnancia","N",-1,"N0","MAN"
"6017","repugnante","Adj",-1,"N0","MAN"
"6018","repulsao","N",-1,"N0","MAN"
"6019","repulsivo","Adj",-1,"N0","MAN"
"6020","repulso","Adj",-1,"N0","JALC"
"6021","reputado","Adj",1,"N0","MAN"
"6022","requebrado","Adj",-1,"N0","MAN"
"6023","requebro","N",-1,"N0","MAN"
"6024","requintado","Adj",1,"N0","MAN"
"6025","reservado","Adj",0,"N0","MAN"
"6026","resignado","Adj",-1,"N0","JALC"
"6027","resmungao","Adj",-1,"N0","MAN"
"6028","resmunguice","N",-1,"N0","MAN"
"6029","resoluto","Adj",1,"N0","MAN"
"6030","resolvido","Adj",1,"N0","MAN"
"6031","respeitabilidade","N",1,"N0","MAN"
"6032","respeitado","Adj",1,"N0","MAN"
"6033","respeitador","Adj",1,"N0","MAN"
"6034","respeitar","V",0,"N0:N1","MAN"
"6035","respeitavel","Adj",1,"N0","MAN"
"6036","respeito","N",1,"N0","MAN"
"6037","respeitoso","Adj",1,"N0","MAN"
"6038","respingao","Adj",-1,"N0","MAN"
"6039","respondao","Adj",-1,"N0","MAN"
"6040","respondedor","Adj",-1,"N0","MAN"
"6041","responsabilidade","N",1,"N0","MAN"
"6042","responsabilizar","V",0,"N0:N1","MAN"
"6043","responsabilizavel","Adj",0,"N0","JALC"
"6044","responsavel","Adj",1,"N0","MAN"
"6045","ressabiado","Adj",-1,"N0","MAN"
"6046","ressabido","Adj",1,"N0","MAN"
"6047","ressarcido","Adj",1,"N0","MAN"
"6048","ressentido","Adj",-1,"N0","JALC"
"6049","ressequido","Adj",-1,"N0","JALC"
"6050","ressuscitado","Adj",1,"N0","JALC"
"6051","restabelecido","Adj",1,"N0","MAN"
"6052","restaurado","Adj",1,"N0","JALC"
"6053","restringido","Adj",-1,"N0","JALC"
"6054","restritivo","Adj",0,"N0","MAN"
"6055","retardado","Adj",-1,"N0","MAN"
"6056","reticente","Adj",-1,"N0","JALC"
"6057","retidao","N",1,"N0","MAN"
"6058","retido","Adj",-1,"N0","JALC"
"6059","retilineo","Adj",1,"N0","JALC"
"6060","reto","Adj",1,"N0","JALC"
"6061","retorcido","Adj",-1,"N0","MAN"
"6062","retorico","Adj",-1,"N0","MAN"
"6063","retorto","Adj",-1,"N0","MAN"
"6064","retracto","Adj",-1,"N0","MAN"
"6065","retraido","Adj",-1,"N0","MAN"
"6066","retrair-se","V",-1,"N0","MAN"
"6067","retrete","N",-1,"N0","MAN"
"6068","retrocesso","N",-1,"N0","MAN"
"6069","retrogradacao","N",-1,"N0","MAN"
"6070","retrogrado","Adj",-1,"N0","MAN"
"6071","retrospectivo","Adj",0,"N0","MAN"
"6072","retrospetivo","Adj",0,"N0","MAN"
"6073","retumbante","Adj",-1,"N0","JALC"
"6074","reu","Adj",-1,"N0","JALC"
"6075","revel","Adj",-1,"N0","MAN"
"6076","revelho","Adj",-1,"N0","MAN"
"6077","reverenciado","Adj",1,"N0","JALC"
"6078","reverenciador","Adj",0,"N0","MAN"
"6079","reverencioso","Adj",0,"N0","MAN"
"6080","reverente","Adj",0,"N0","MAN"
"6081","revigorado","Adj",1,"N0","JALC"
"6082","revoltado","Adj",-1,"N0","MAN"
"6083","revoltante","Adj",-1,"N0","JALC"
"6084","revoltar-se","V",0,"N0:N1","MAN"
"6085","revoltoso","Adj",-1,"N0","MAN"
"6086","revolucionado","Adj",-1,"N0","JALC"
"6087","revolucionario","Adj",0,"N0","MAN"
"6088","rezina","Adj",-1,"N0","MAN"
"6089","rezingao","Adj",-1,"N0","MAN"
"6090","ribaldeiro","Adj",-1,"N0","MAN"
"6091","ribaldo","Adj",-1,"N0","MAN"
"6092","ricaco","Adj",0,"N0","MAN"
"6093","ricalhaco","Adj",0,"N0","MAN"
"6094","rico","Adj",1,"N0","MAN"
"6095","ridente","Adj",1,"N0","MAN"
"6096","ridicularizacao","N",-1,"N0","MAN"
"6097","ridicularizador","Adj",-1,"N0","MAN"
"6098","ridicularizante","Adj",-1,"N0","MAN"
"6099","ridicularizar-se","V",-1,"N0","MAN"
"6100","ridicularizar","V",1,"N0:N1","MAN"
"6101","ridiculez","N",-1,"N0","MAN"
"6102","ridiculo","Adj",-1,"N0","MAN"
"6103","ridiculo","N",-1,"N0","MAN"
"6104","rigido","Adj",0,"N0","MAN"
"6105","rigor","N",1,"N0","MAN"
"6106","rigorista","Adj",-1,"N0","MAN"
"6107","rigoroso","Adj",1,"N0","MAN"
"6108","rijo","Adj",1,"N0","MAN"
"6109","risivel","Adj",-1,"N0","JALC"
"6110","risonho","Adj",1,"N0","MAN"
"6111","rispidez","N",-1,"N0","MAN"
"6112","rispido","Adj",-1,"N0","MAN"
"6113","robustecido","Adj",1,"N0","MAN"
"6114","robustez","N",1,"N0","MAN"
"6115","robusto","Adj",1,"N0","MAN"
"6116","rodado","Adj",-1,"N0","JALC"
"6117","roedor","Adj",-1,"N0","JALC"
"6118","roer-se","V",-1,"N0","MAN"
"6119","rogativo","Adj",0,"N0","MAN"
"6120","role","Adj",-1,"N0","JALC"
"6121","rolico","Adj",-1,"N0","MAN"
"6122","romanesco","Adj",0,"N0","JALC"
"6123","romantico","Adj",0,"N0","MAN"
"6124","rompido","Adj",-1,"N0","JALC"
"6125","roncador","Adj",-1,"N0","MAN"
"6126","roncante","Adj",-1,"N0","MAN"
"6127","roncao","Adj",-1,"N0","MAN"
"6128","ronceiro","Adj",-1,"N0","MAN"
"6129","rosnar","V",-1,"N0","MAN"
"6130","rotineiro","Adj",0,"N0","MAN"
"6131","roto","Adj",-1,"N0","MAN"
"6132","roubado","Adj",-1,"N0","JALC"
"6133","roubar","V",-1,"N0:N1","MAN"
"6134","rouco","Adj",-1,"N0","JALC"
"6135","roufenho","Adj",-1,"N0","MAN"
"6136","rouquidao","N",-1,"N0","MAN"
"6137","rubeo","Adj",0,"N0","JALC"
"6138","rubicundo","Adj",0,"N0","MAN"
"6139","ruborescido","Adj",0,"N0","MAN"
"6140","ruborizado","Adj",0,"N0","MAN"
"6141","rubro","Adj",0,"N0","MAN"
"6142","rude","Adj",-1,"N0","MAN"
"6143","rudeza ","N",-1,"N0","MAN"
"6144","rudimentar","Adj",-1,"N0","JALC"
"6145","ruido","N",-1,"N0","MAN"
"6146","ruidoso","Adj",-1,"N0","MAN"
"6147","ruim","Adj",-1,"N0","MAN"
"6148","ruindade","N",-1,"N0","MAN"
"6149","ruinoso","Adj",-1,"N0","MAN"
"6150","russofobo","Adj",-1,"N0","MAN"
"6151","rustico","Adj",-1,"N0","MAN"
"6152","sabedor","Adj",0,"N0","MAN"
"6153","sabedoria","N",1,"N0","MAN"
"6154","saber separar as aguas","IDIOM",1,"N0","MAN"
"6155","sabichao","Adj",-1,"N0","MAN"
"6156","sabido","Adj",0,"N0","MAN"
"6157","sabio","Adj",1,"N0","MAN"
"6158","sabotar","V",-1,"N0:N1","MAN"
"6159","sacado","Adj",-1,"N0","JALC"
"6160","sacana","Adj",-1,"N0","MAN"
"6161","saciado","Adj",0,"N0","MAN"
"6162","sacrificador","Adj",0,"N0","MAN"
"6163","sacrificar-se","V",1,"N0","MAN"
"6164","sacrificio","N",-1,"N0","MAN"
"6165","sacrilegio","N",-1,"N0","MAN"
"6166","sacrilego","Adj",-1,"N0","MAN"
"6167","sacrista","Adj",-1,"N0","MAN"
"6168","sacudir a agua do capote","IDIOM",-1,"N0","MAN"
"6169","sacudir","V",1,"N0:N1","MAN"
"6170","sadico","Adj",-1,"N0","MAN"
"6171","sadio","Adj",1,"N0","MAN"
"6172","sadismo","N",-1,"N0","MAN"
"6173","sadista","Adj",-1,"N0","MAN"
"6174","safado","Adj",-1,"N0","MAN"
"6175","safar-se","V",1,"N0","MAN"
"6176","safaro","Adj",-1,"N0","MAN"
"6177","safio","Adj",-1,"N0","MAN"
"6178","safo","Adj",0,"N0","MAN"
"6179","sagaz","Adj",1,"N0","MAN"
"6180","sage","Adj",1,"N0","MAN"
"6181","sagrado","Adj",1,"N0","JALC"
"6182","sair de cabeca erguida","IDIOM",1,"N0","MAN"
"6183","sair de maos a abanar","IDIOM",-1,"N0","MAN"
"6184","sair do armario","IDIOM",1,"N0","MAN"
"6185","sair melhor do que a encomenda","IDIOM",-1,"N0","MAN"
"6186","sair o tiro pela culatra","IDIOM",-1,"N1","MAN"
"6187","sair-se bem","IDIOM",1,"N0","MAN"
"6188","sair-se mal","IDIOM",-1,"N0","MAN"
"6189","saloiice","N",-1,"N0","MAN"
"6190","saloio","Adj",-1,"N0","MAN"
"6191","saltao","Adj",-1,"N0","MAN"
"6192","saltar para o poleiro","IDIOM",-1,"N0","MAN"
"6193","saltitante","Adj",-1,"N0","MAN"
"6194","salutar","Adj",1,"N0","JALC"
"6195","salvar a honra do convento","IDIOM",1,"N0","MAN"
"6196","salvar","V",1,"N0:N1","MAN"
"6197","salvavel","Adj",0,"N0","MAN"
"6198","salvo","Adj",1,"N0","JALC"
"6199","sanado","Adj",1,"N0","MAN"
"6200","sandeu","Adj",-1,"N0","MAN"
"6201","sangrento","Adj",-1,"N0","MAN"
"6202","sanguessuga","Adj",-1,"N0","MAN"
"6203","sanguinario","Adj",-1,"N0","JALC"
"6204","sanguinario","Adj",-1,"N0","JALC"
"6205","sanguinolencia","N",-1,"N0","MAN"
"6206","sanguinolento","Adj",-1,"N0","MAN"
"6207","sanha","N",-1,"N0","MAN"
"6208","sanhudo","Adj",-1,"N0","MAN"
"6209","santificado","Adj",1,"N0","JALC"
"6210","santo","Adj",1,"N0","MAN"
"6211","sao","Adj",1,"N0","MAN"
"6212","sapeca","Adj",-1,"N0","JALC"
"6213","sapiencia","N",1,"N0","MAN"
"6214","sapiente","Adj",1,"N0","MAN"
"6215","sapudo","Adj",-1,"N0","MAN"
"6216","saquear","V",-1,"N0:N1","MAN"
"6217","sarado","Adj",1,"N0","MAN"
"6218","sarcastico","Adj",-1,"N0","MAN"
"6219","sardanapalesco","Adj",-1,"N0","MAN"
"6220","sardonico","Adj",-1,"N0","MAN"
"6221","sarna","N",-1,"N0","MAN"
"6222","sarnento","Adj",-1,"N0","MAN"
"6223","sarnoso","Adj",-1,"N0","MAN"
"6224","satanico","Adj",-1,"N0","MAN"
"6225","satanismo","N",-1,"N0","MAN"
"6226","satirico","Adj",-1,"N0","MAN"
"6227","satirizar","V",0,"N0:N1","MAN"
"6228","satisfacao","N",1,"N0","MAN"
"6229","satisfeito","Adj",1,"N0","MAN"
"6230","saturado","Adj",-1,"N0","JALC"
"6231","saturante","Adj",-1,"N0","MAN"
"6232","saudavel","Adj",1,"N0","MAN"
"6233","sebentice","N",-1,"N0","MAN"
"6234","sebento","Adj",-1,"N0","MAN"
"6235","seboso","Adj",-1,"N0","MAN"
"6236","secante","Adj",-1,"N0","MAN"
